Gene stable ID	Gene stable ID version	Gene name	Gene start (bp)	Gene end (bp)
ENSG00000178971	ENSG00000178971.16	CTC1	8224815	8248056
ENSG00000178921	ENSG00000178921.14	PFAS	8247618	8270491
ENSG00000269947	ENSG00000269947.1	AC135178.6	8277763	8278436
ENSG00000125434	ENSG00000125434.11	SLC25A35	8287763	8295400
ENSG00000108961	ENSG00000108961.14	RANGRF	8288654	8290092
ENSG00000271029	ENSG00000271029.1	AC135178.7	8296505	8297216
ENSG00000198844	ENSG00000198844.12	ARHGEF15	8310241	8322514
ENSG00000226871	ENSG00000226871.1	AC135178.2	8318088	8318712
ENSG00000212206	ENSG00000212206.1	AC135178.1	8329583	8329719
ENSG00000266279	ENSG00000266279.1	AC135178.5	8337697	8338758
ENSG00000184650	ENSG00000184650.11	ODF4	8339840	8346048
ENSG00000184619	ENSG00000184619.7	KRBA2	8356902	8376704
ENSG00000265749	ENSG00000265749.6	AC135178.4	8365563	8381328
ENSG00000263809	ENSG00000263809.1	AC135178.3	8368638	8383187
ENSG00000161970	ENSG00000161970.15	RPL26	8377516	8383213
ENSG00000189051	ENSG00000189051.5	RNF222	8390704	8397826
ENSG00000166579	ENSG00000166579.16	NDEL1	8413131	8490411
ENSG00000133026	ENSG00000133026.13	MYH10	8474207	8630761
ENSG00000252363	ENSG00000252363.1	RNU7-43P	8511125	8511188
ENSG00000270606	ENSG00000270606.1	PPIAP52	8560471	8560962
ENSG00000244604	ENSG00000244604.1	AC025518.1	8561230	8561576
ENSG00000161973	ENSG00000161973.11	CCDC42	8729935	8745219
ENSG00000183318	ENSG00000183318.11	SPDYE4	8753106	8758559
ENSG00000185156	ENSG00000185156.6	MFSD6L	8797110	8799365
ENSG00000276231	ENSG00000276231.5	PIK3R6	8802722	8867677
ENSG00000141506	ENSG00000141506.13	PIK3R5	8878911	8965712
ENSG00000266389	ENSG00000266389.1	AC002091.2	8965896	8967070
ENSG00000265975	ENSG00000265975.1	AC002091.1	8967523	8976995
ENSG00000065320	ENSG00000065320.9	NTN1	9021510	9244000
ENSG00000262966	ENSG00000262966.2	AC005695.1	9171068	9179118
ENSG00000273816	ENSG00000273816.1	AC005695.3	9244666	9244897
ENSG00000170310	ENSG00000170310.15	STX8	9250471	9576591
ENSG00000263708	ENSG00000263708.2	AC005695.2	9283174	9305651
ENSG00000225751	ENSG00000225751.2	AC087501.1	9452197	9470014
ENSG00000262815	ENSG00000262815.1	AC087501.2	9464742	9467422
ENSG00000263051	ENSG00000263051.1	AC087501.3	9547298	9548541
ENSG00000271851	ENSG00000271851.1	AC087501.4	9553323	9555696
ENSG00000166596	ENSG00000166596.15	CFAP52	9576627	9643447
ENSG00000241654	ENSG00000241654.1	RPL19P18	9589902	9590482
ENSG00000265349	ENSG00000265349.1	AC118755.2	9638768	9645325
ENSG00000154914	ENSG00000154914.17	USP43	9644698	9729687
ENSG00000262296	ENSG00000262296.1	AC118755.1	9647020	9647660
ENSG00000282882	ENSG00000282882.2	AC027045.2	9764186	9805100
ENSG00000184544	ENSG00000184544.11	DHRS7C	9771434	9791297
ENSG00000278944	ENSG00000278944.1	AC027045.1	9791227	9808855
ENSG00000214978	ENSG00000214978.7	GSG1L2	9802386	9822071
ENSG00000283025	ENSG00000283025.1	AC027045.3	9805443	9811047
ENSG00000065325	ENSG00000065325.13	GLP2R	9822206	9892099
ENSG00000265593	ENSG00000265593.1	NPM1P45	9852748	9853306
ENSG00000109047	ENSG00000109047.8	RCVRN	9896320	9905271
ENSG00000007237	ENSG00000007237.18	GAS7	9910609	10198551
ENSG00000242692	ENSG00000242692.1	RPS27AP1	10258762	10259232
ENSG00000273388	ENSG00000273388.1	AC005291.2	10291820	10317926
ENSG00000006788	ENSG00000006788.14	MYH13	10300865	10373130
ENSG00000264067	ENSG00000264067.1	AC005291.1	10320392	10341458
ENSG00000272736	ENSG00000272736.5	AC005323.2	10383132	10537862
ENSG00000272975	ENSG00000272975.1	MYHAS	10383144	10623886
ENSG00000133020	ENSG00000133020.4	MYH8	10390322	10421950
ENSG00000264424	ENSG00000264424.1	MYH4	10443290	10469559
ENSG00000109061	ENSG00000109061.10	MYH1	10492307	10518542
ENSG00000125414	ENSG00000125414.19	MYH2	10521148	10549700
ENSG00000214970	ENSG00000214970.8	AC005323.1	10579040	10623036
ENSG00000109063	ENSG00000109063.15	MYH3	10628526	10657309
ENSG00000261433	ENSG00000261433.1	AC002347.1	10658542	10659082
ENSG00000133028	ENSG00000133028.12	SCO1	10672474	10698375
ENSG00000263388	ENSG00000263388.1	AC002347.2	10680734	10683988
ENSG00000170222	ENSG00000170222.12	ADPRM	10697594	10711558
ENSG00000187824	ENSG00000187824.9	TMEM220	10699015	10730023
ENSG00000264176	ENSG00000264176.1	MAGOH2P	10716002	10716511
ENSG00000263400	ENSG00000263400.8	TMEM220-AS1	10729777	10815164
ENSG00000285220	ENSG00000285220.1	AC015908.7	10729777	10880895
ENSG00000264016	ENSG00000264016.3	AC015908.3	10741257	10769089
ENSG00000240813	ENSG00000240813.2	AC015908.1	10745553	10746543
ENSG00000266114	ENSG00000266114.1	AC015908.4	10792059	10794985
ENSG00000284876	ENSG00000284876.1	AC015908.6	10794906	10838094
ENSG00000263429	ENSG00000263429.3	TMEM238L	10794913	10804099
ENSG00000279542	ENSG00000279542.1	AC015908.5	10821901	10822243
ENSG00000233670	ENSG00000233670.7	PIRT	10822470	10838087
ENSG00000263508	ENSG00000263508.6	AC015908.2	10844674	10880895
ENSG00000207242	ENSG00000207242.1	RNU6-1065P	10857899	10858004
ENSG00000244753	ENSG00000244753.2	RPL15P21	10860535	10861462
ENSG00000243346	ENSG00000243346.3	RN7SL601P	11157455	11157747
ENSG00000285541	ENSG00000285541.1	AC005548.1	11197883	11242062
ENSG00000188803	ENSG00000188803.15	SHISA6	11241213	11564063
ENSG00000264727	ENSG00000264727.1	AC005725.1	11288205	11290811
ENSG00000007174	ENSG00000007174.18	DNAH9	11598470	11969748
ENSG00000263684	ENSG00000263684.2	AC005209.1	11874727	11881670
ENSG00000266368	ENSG00000266368.1	AC005410.2	11953889	11977594
ENSG00000154957	ENSG00000154957.14	ZNF18	11977439	11997475
ENSG00000241185	ENSG00000241185.2	AC005410.1	11998353	12021508
ENSG00000065559	ENSG00000065559.15	MAP2K4	12020829	12143830
ENSG00000252707	ENSG00000252707.1	RNU11-2P	12036496	12036637
ENSG00000266297	ENSG00000266297.1	MIR744	12081899	12081996
ENSG00000263648	ENSG00000263648.1	AC005244.1	12115547	12115885
ENSG00000265400	ENSG00000265400.1	AC005244.2	12201600	12215267
ENSG00000286617	ENSG00000286617.1	AC084167.1	12390738	12395177
ENSG00000179136	ENSG00000179136.7	LINC00670	12549764	12642854
ENSG00000287462	ENSG00000287462.1	AC068442.1	12596743	12632959
ENSG00000141052	ENSG00000141052.18	MYOCD	12665890	12768949
ENSG00000227274	ENSG00000227274.1	MYOCD-AS1	12671862	12706135
ENSG00000265489	ENSG00000265489.1	AC005358.1	12760140	12790242
ENSG00000006740	ENSG00000006740.17	ARHGAP44	12789498	12991643
ENSG00000265503	ENSG00000265503.1	MIR1269B	12917268	12917342
ENSG00000280168	ENSG00000280168.1	AC005274.1	12973033	12973834
ENSG00000277621	ENSG00000277621.1	AC005277.2	12982613	12983002
ENSG00000263707	ENSG00000263707.1	AC005277.1	12990149	12990610
ENSG00000006744	ENSG00000006744.19	ELAC2	12991612	13018065
ENSG00000273098	ENSG00000273098.3	AC005303.1	13095695	13100939
ENSG00000234634	ENSG00000234634.2	LINC02093	13299184	13306771
ENSG00000153976	ENSG00000153976.3	HS3ST3A1	13494032	13601929
ENSG00000221698	ENSG00000221698.1	MIR548H3	13543529	13543646
ENSG00000236088	ENSG00000236088.10	COX10-AS1	13755574	14069495
ENSG00000265494	ENSG00000265494.1	AC005304.2	13909231	13911212
ENSG00000233852	ENSG00000233852.1	AC005304.1	13932720	13940594
ENSG00000266744	ENSG00000266744.1	AC005304.3	13957748	13966952
ENSG00000141028	ENSG00000141028.6	CDRT15P1	14024514	14025488
ENSG00000006695	ENSG00000006695.12	COX10	14069490	14231736
ENSG00000252305	ENSG00000252305.1	AC005389.1	14177131	14177310
ENSG00000223510	ENSG00000223510.7	CDRT15	14235673	14236862
ENSG00000262786	ENSG00000262786.1	AC005224.1	14295512	14297600
ENSG00000125430	ENSG00000125430.9	HS3ST3B1	14301081	14349404
ENSG00000266709	ENSG00000266709.1	AC005224.3	14303854	14305505
ENSG00000266378	ENSG00000266378.1	AC005224.2	14327335	14329474
ENSG00000230647	ENSG00000230647.2	AC022816.1	14374139	14421472
ENSG00000230897	ENSG00000230897.1	RPS18P12	14705076	14705534
ENSG00000226130	ENSG00000226130.1	AC013248.1	14725729	14729686
ENSG00000205325	ENSG00000205325.3	AC005863.1	14767583	14780686
ENSG00000238212	ENSG00000238212.3	LINC02096	14834557	14957216
ENSG00000226156	ENSG00000226156.1	RPL23AP76	14947741	14948198
ENSG00000232058	ENSG00000232058.1	AC005772.1	15014805	15052276
ENSG00000259944	ENSG00000259944.1	CDRT7	15030975	15031957
ENSG00000287307	ENSG00000287307.1	AC005772.2	15062087	15104517
ENSG00000265163	ENSG00000265163.1	CDRT8	15105237	15106187
ENSG00000109099	ENSG00000109099.16	PMP22	15229773	15272292
ENSG00000265110	ENSG00000265110.1	MIR4731	15251627	15251696
ENSG00000279660	ENSG00000279660.1	AC005703.5	15260513	15261841
ENSG00000265445	ENSG00000265445.1	AC005703.2	15261015	15265707
ENSG00000286792	ENSG00000286792.1	AC005703.6	15266848	15311760
ENSG00000237377	ENSG00000237377.2	AC005703.1	15276562	15279477
ENSG00000125409	ENSG00000125409.13	TEKT3	15303811	15341632
ENSG00000200437	ENSG00000200437.1	RNU6-799P	15311345	15311451
ENSG00000279567	ENSG00000279567.1	AC005703.4	15365323	15365877
ENSG00000266667	ENSG00000266667.1	AC005703.3	15379864	15417878
ENSG00000239888	ENSG00000239888.3	RN7SL792P	15408384	15408688
ENSG00000239704	ENSG00000239704.11	CDRT4	15436015	15503608
ENSG00000259024	ENSG00000259024.6	TVP23C-CDRT4	15436021	15563561
ENSG00000234324	ENSG00000234324.1	RPL9P2	15443639	15444191
ENSG00000175106	ENSG00000175106.16	TVP23C	15502264	15563595
ENSG00000223878	ENSG00000223878.1	PPIAP53	15506866	15507354
ENSG00000266538	ENSG00000266538.1	AC005838.2	15530773	15531089
ENSG00000241322	ENSG00000241322.11	CDRT1	15565483	15619704
ENSG00000251537	ENSG00000251537.4	AC005324.3	15571491	15651653
ENSG00000252129	ENSG00000252129.1	SNORA74	15574019	15574198
ENSG00000223544	ENSG00000223544.1	AC005838.1	15588852	15589084
ENSG00000221926	ENSG00000221926.13	TRIM16	15627960	15684311
ENSG00000266261	ENSG00000266261.1	AC005324.5	15651590	15654489
ENSG00000108452	ENSG00000108452.1	ZNF29P	15675476	15675643
ENSG00000187607	ENSG00000187607.16	ZNF286A	15699577	15720787
ENSG00000255104	ENSG00000255104.8	AC005324.4	15699692	15744778
ENSG00000233966	ENSG00000233966.1	UBE2SP1	15704232	15704900
ENSG00000214946	ENSG00000214946.14	TBC1D26	15732247	15749192
ENSG00000233002	ENSG00000233002.2	AC005324.1	15735023	15749192
ENSG00000267227	ENSG00000267227.1	AC005324.6	15748703	15749315
ENSG00000233193	ENSG00000233193.1	AC005324.2	15761614	15763769
ENSG00000227255	ENSG00000227255.1	CDRT15P2	15764703	15765664
ENSG00000235430	ENSG00000235430.1	ZSWIM5P1	15768717	15771426
ENSG00000251829	ENSG00000251829.1	RNA5SP436	15782341	15782455
ENSG00000227018	ENSG00000227018.1	IL6STP1	15783288	15784307
ENSG00000179277	ENSG00000179277.9	MEIS3P1	15786618	15787575
ENSG00000265519	ENSG00000265519.1	AC015922.2	15787787	15788205
ENSG00000276855	ENSG00000276855.1	AC015922.3	15789016	15789705
ENSG00000233090	ENSG00000233090.1	AC015922.1	15792862	15793045
ENSG00000237057	ENSG00000237057.3	LINC02087	15806241	15847996
ENSG00000227790	ENSG00000227790.7	SPECC1P1	15829369	15908632
ENSG00000170425	ENSG00000170425.3	ADORA2B	15944917	15975746
ENSG00000214941	ENSG00000214941.8	ZSWIM7	15976560	15999717
ENSG00000011295	ENSG00000011295.16	TTC19	15999784	16045015
ENSG00000275413	ENSG00000275413.1	AC002553.2	16023323	16023653
ENSG00000141027	ENSG00000141027.21	NCOR1	16029157	16218185
ENSG00000227782	ENSG00000227782.2	AC002553.1	16040472	16041273
ENSG00000243686	ENSG00000243686.2	RPLP1P11	16044621	16044961
ENSG00000233979	ENSG00000233979.1	RPL22P21	16084042	16084381
ENSG00000252383	ENSG00000252383.1	RNU6-314P	16098704	16098807
ENSG00000199674	ENSG00000199674.1	RNU6-862P	16137768	16137872
ENSG00000239221	ENSG00000239221.3	RN7SL442P	16191832	16192151
ENSG00000108474	ENSG00000108474.17	PIGL	16217191	16351797
ENSG00000221355	ENSG00000221355.1	MIR1288	16282014	16282088
ENSG00000166582	ENSG00000166582.10	CENPV	16342534	16353656
ENSG00000170315	ENSG00000170315.14	UBB	16380798	16382745
ENSG00000265401	ENSG00000265401.1	AC093484.3	16382152	16382669
ENSG00000265095	ENSG00000265095.1	FTLP12	16391434	16391882
ENSG00000264739	ENSG00000264739.1	AC093484.2	16414524	16416689
ENSG00000187688	ENSG00000187688.15	TRPV2	16415571	16437003
ENSG00000239203	ENSG00000239203.1	AC093484.1	16427474	16428719
ENSG00000175061	ENSG00000175061.18	SNHG29	16438767	16478678
ENSG00000277108	ENSG00000277108.1	SNORD49B	16439505	16439576
ENSG00000277370	ENSG00000277370.1	SNORD49A	16440036	16440106
ENSG00000266651	ENSG00000266651.1	AC093484.4	16440479	16440952
ENSG00000277512	ENSG00000277512.1	SNORD65	16441226	16441298
ENSG00000181350	ENSG00000181350.12	LRRC75A	16441577	16492193
ENSG00000286743	ENSG00000286743.1	AC127540.2	16525832	16529290
ENSG00000141040	ENSG00000141040.15	ZNF287	16546954	16569204
ENSG00000266803	ENSG00000266803.1	AC127540.1	16557985	16559269
ENSG00000235554	ENSG00000235554.1	AC005822.1	16616848	16617881
ENSG00000197566	ENSG00000197566.10	ZNF624	16620734	16653856
ENSG00000264765	ENSG00000264765.1	AC098850.2	16653904	16654787
ENSG00000264359	ENSG00000264359.1	NEK4P2	16666107	16667118
ENSG00000231458	ENSG00000231458.2	RNASEH1P2	16683438	16684227
ENSG00000170160	ENSG00000170160.17	CCDC144A	16689537	16777881
ENSG00000266302	ENSG00000266302.6	AC098850.3	16690261	16804453
ENSG00000252446	ENSG00000252446.1	RNU6-405P	16691798	16691907
ENSG00000276088	ENSG00000276088.1	RN7SL620P	16710059	16710361
ENSG00000226478	ENSG00000226478.3	UPF3AP1	16745636	16746761
ENSG00000188933	ENSG00000188933.16	USP32P1	16786489	16804455
ENSG00000266129	ENSG00000266129.1	SRP68P1	16787235	16788141
ENSG00000272815	ENSG00000272815.1	AC098850.4	16788057	16816540
ENSG00000264673	ENSG00000264673.1	AC098850.1	16788248	16789234
ENSG00000288235	ENSG00000288235.1	FAM106C	16788879	16790501
ENSG00000264729	ENSG00000264729.1	AC022596.1	16804627	16805707
ENSG00000264892	ENSG00000264892.1	NOS2P4	16812447	16812651
ENSG00000226145	ENSG00000226145.7	KRT16P6	16817983	16822579
ENSG00000227300	ENSG00000227300.12	KRT16P2	16829999	16832830
ENSG00000131885	ENSG00000131885.17	KRT17P1	16840895	16845881
ENSG00000205312	ENSG00000205312.8	KRT17P4	16847635	16852777
ENSG00000229749	ENSG00000229749.1	COTL1P1	16853935	16854309
ENSG00000283033	ENSG00000283033.1	AC022596.2	16861146	16864223
ENSG00000265853	ENSG00000265853.1	AL353996.1	16893198	16893429
ENSG00000128438	ENSG00000128438.10	TBC1D27P	16922915	16934839
ENSG00000240505	ENSG00000240505.9	TNFRSF13B	16929816	16972118
ENSG00000230709	ENSG00000230709.1	AC104024.1	16975999	16981353
ENSG00000230969	ENSG00000230969.2	LINC02090	16988329	16990177
ENSG00000260328	ENSG00000260328.1	AC104024.2	17011914	17014990
ENSG00000287114	ENSG00000287114.1	AC104024.3	17028360	17035057
ENSG00000287910	ENSG00000287910.1	AC104024.4	17033531	17042305
ENSG00000133030	ENSG00000133030.22	MPRIP	17042457	17217679
ENSG00000225442	ENSG00000225442.2	MPRIP-AS1	17076038	17077752
ENSG00000263624	ENSG00000263624.1	AC055811.1	17167946	17185554
ENSG00000206859	ENSG00000206859.1	RNU6-767P	17170083	17170189
ENSG00000243370	ENSG00000243370.3	RN7SL775P	17178414	17178749
ENSG00000278864	ENSG00000278864.1	AC055811.4	17181504	17183257
ENSG00000179598	ENSG00000179598.6	PLD6	17200995	17206333
ENSG00000264187	ENSG00000264187.1	AC055811.2	17202649	17237185
ENSG00000154803	ENSG00000154803.13	FLCN	17212212	17237188
ENSG00000266498	ENSG00000266498.1	AC055811.3	17235433	17236118
ENSG00000226359	ENSG00000226359.1	ACTG1P24	17242010	17242886
ENSG00000141030	ENSG00000141030.13	COPS3	17246616	17281273
ENSG00000205309	ENSG00000205309.14	NT5M	17303335	17347663
ENSG00000215030	ENSG00000215030.5	RPL13P12	17383377	17384012
ENSG00000227158	ENSG00000227158.1	AC073621.2	17422681	17423704
ENSG00000230865	ENSG00000230865.1	TSEN15P1	17456427	17457259
ENSG00000201741	ENSG00000201741.1	AC073621.1	17460444	17460522
ENSG00000141026	ENSG00000141026.6	MED9	17476994	17493221
ENSG00000108551	ENSG00000108551.5	RASD1	17494437	17496395
ENSG00000286430	ENSG00000286430.1	AC020558.6	17504005	17512266
ENSG00000133027	ENSG00000133027.18	PEMT	17505563	17591708
ENSG00000265511	ENSG00000265511.1	AC020558.2	17507351	17508308
ENSG00000206730	ENSG00000206730.1	RNU6-468P	17578631	17578739
ENSG00000264666	ENSG00000264666.1	AC020558.1	17591428	17610485
ENSG00000279200	ENSG00000279200.1	AC020558.5	17616043	17617745
ENSG00000223979	ENSG00000223979.2	SMCR2	17674026	17677688
ENSG00000273948	ENSG00000273948.1	AC020558.3	17675366	17675522
ENSG00000274836	ENSG00000274836.1	AC020558.4	17676211	17676371
ENSG00000108557	ENSG00000108557.19	RAI1	17681458	17811453
ENSG00000237328	ENSG00000237328.1	RAI1-AS1	17759154	17770821
ENSG00000226746	ENSG00000226746.2	SMCR5	17776686	17779529
ENSG00000264167	ENSG00000264167.1	AC122129.2	17777781	17779094
ENSG00000072310	ENSG00000072310.17	SREBF1	17810399	17837011
ENSG00000274111	ENSG00000274111.1	MIR6777	17813480	17813545
ENSG00000207839	ENSG00000207839.1	MIR33B	17813836	17813931
ENSG00000175662	ENSG00000175662.18	TOM1L2	17843511	17972422
ENSG00000197815	ENSG00000197815.4	AC122129.1	17858227	17860041
ENSG00000171962	ENSG00000171962.18	DRC3	17972813	18016889
ENSG00000171953	ENSG00000171953.16	ATPAF2	17977409	18039209
ENSG00000230273	ENSG00000230273.1	AC087163.1	17981192	17981572
ENSG00000232344	ENSG00000232344.2	AC087163.2	18010643	18011822
ENSG00000280198	ENSG00000280198.1	AC087163.3	18026072	18026771
ENSG00000141034	ENSG00000141034.10	GID4	18039408	18068405
ENSG00000108591	ENSG00000108591.10	DRG2	18087892	18107970
ENSG00000279428	ENSG00000279428.1	AC087164.2	18107334	18110463
ENSG00000091536	ENSG00000091536.19	MYO15A	18108706	18179802
ENSG00000266677	ENSG00000266677.1	AC087164.1	18172625	18184753
ENSG00000091542	ENSG00000091542.9	ALKBH5	18183078	18209954
ENSG00000131899	ENSG00000131899.11	LLGL1	18225635	18244875
ENSG00000177731	ENSG00000177731.16	FLII	18244815	18258738
ENSG00000177427	ENSG00000177427.13	MIEF2	18260597	18266552
ENSG00000260647	ENSG00000260647.1	AC127537.1	18268080	18268828
ENSG00000177302	ENSG00000177302.15	TOP3A	18271428	18315007
ENSG00000228000	ENSG00000228000.1	RPL7AP65	18311904	18312651
ENSG00000237382	ENSG00000237382.2	RPL21P121	18312760	18313533
ENSG00000176994	ENSG00000176994.11	SMCR8	18315293	18328056
ENSG00000176974	ENSG00000176974.20	SHMT1	18327860	18363563
ENSG00000283772	ENSG00000283772.1	MIR6778	18340814	18340886
ENSG00000214860	ENSG00000214860.5	EVPLL	18377778	18389647
ENSG00000264177	ENSG00000264177.1	AL353997.2	18379855	18388984
ENSG00000267441	ENSG00000267441.1	AL353997.3	18388871	18389459
ENSG00000275206	ENSG00000275206.1	AL353997.5	18390153	18390323
ENSG00000204471	ENSG00000204471.3	TBC1D3P4	18393480	18400961
ENSG00000220161	ENSG00000220161.4	LINC02076	18411159	18414380
ENSG00000205266	ENSG00000205266.10	KRT17P5	18415728	18425097
ENSG00000266162	ENSG00000266162.1	YWHAEP2	18418195	18418306
ENSG00000186831	ENSG00000186831.11	KRT17P2	18426861	18431848
ENSG00000214856	ENSG00000214856.11	KRT16P1	18432051	18442895
ENSG00000229526	ENSG00000229526.2	KRT16P4	18450244	18475920
ENSG00000227919	ENSG00000227919.1	AL353997.1	18452955	18453062
ENSG00000267492	ENSG00000267492.1	AL353997.4	18453574	18453739
ENSG00000230662	ENSG00000230662.1	TNPO1P2	18460391	18463055
ENSG00000171916	ENSG00000171916.17	LGALS9C	18476737	18494945
ENSG00000167494	ENSG00000167494.9	NOS2P2	18497095	18506313
ENSG00000273018	ENSG00000273018.7	FAM106A	18511221	18551705
ENSG00000233327	ENSG00000233327.11	USP32P2	18511262	18521252
ENSG00000227689	ENSG00000227689.1	SRP68P2	18527557	18528461
ENSG00000154874	ENSG00000154874.15	CCDC144B	18537800	18625617
ENSG00000227077	ENSG00000227077.3	AC107983.1	18572752	18572961
ENSG00000276532	ENSG00000276532.1	AC026271.4	18605054	18605356
ENSG00000189375	ENSG00000189375.12	TBC1D28	18634247	18644427
ENSG00000262262	ENSG00000262262.1	AC026271.2	18638019	18638370
ENSG00000287058	ENSG00000287058.1	AC026271.5	18638861	18661950
ENSG00000174977	ENSG00000174977.8	AC026271.1	18650195	18651542
ENSG00000249459	ENSG00000249459.11	ZNF286B	18658429	18682228
ENSG00000240445	ENSG00000240445.5	FOXO3B	18663505	18682262
ENSG00000224126	ENSG00000224126.2	UBE2SP2	18677261	18677757
ENSG00000108448	ENSG00000108448.21	TRIM16L	18697998	18736118
ENSG00000265693	ENSG00000265693.1	AC026271.3	18704640	18704769
ENSG00000171931	ENSG00000171931.13	FBXW10	18744026	18779349
ENSG00000171928	ENSG00000171928.14	TVP23B	18781111	18806714
ENSG00000265478	ENSG00000265478.2	AC107982.3	18809956	18810940
ENSG00000250111	ENSG00000250111.3	AC107982.1	18835707	18842364
ENSG00000141127	ENSG00000141127.15	PRPSAP2	18840085	18931287
ENSG00000274747	ENSG00000274747.1	RN7SL627P	18840618	18840920
ENSG00000264273	ENSG00000264273.1	AC107982.2	18859354	18861466
ENSG00000235672	ENSG00000235672.1	AC090286.3	18908279	18908865
ENSG00000212618	ENSG00000212618.1	AC090286.2	18943999	18944073
ENSG00000154025	ENSG00000154025.16	SLC5A10	18950345	19022595
ENSG00000196893	ENSG00000196893.3	AC090286.1	18951625	18954149
ENSG00000188522	ENSG00000188522.15	FAM83G	18968789	19004764
ENSG00000263045	ENSG00000263045.1	AC090286.4	18986148	18986334
ENSG00000154016	ENSG00000154016.14	GRAP	19020656	19047011
ENSG00000279825	ENSG00000279825.1	AC003957.1	19030857	19033529
ENSG00000265185	ENSG00000265185.6	SNORD3B-1	19061912	19062669
ENSG00000262074	ENSG00000262074.7	SNORD3B-2	19063346	19064136
ENSG00000230197	ENSG00000230197.6	AC007952.3	19077775	19087878
ENSG00000265746	ENSG00000265746.1	KYNUP2	19082437	19084834
ENSG00000263394	ENSG00000263394.1	AC007952.7	19091069	19091825
ENSG00000228157	ENSG00000228157.4	AC007952.2	19092974	19096837
ENSG00000262202	ENSG00000262202.4	AC007952.4	19112000	19112636
ENSG00000189152	ENSG00000189152.11	GRAPL	19127535	19159187
ENSG00000262319	ENSG00000262319.1	AC007952.6	19141017	19143689
ENSG00000266664	ENSG00000266664.1	AC007952.9	19150279	19151286
ENSG00000197665	ENSG00000197665.7	AC007952.1	19155727	19159111
